-0.00840724	2.99859	-0.00387447	1.38189	-0.00840724	2.99859	-0.0282	3.1487	-0.1253	0.9921
-0.371711	3.32304	-0.456306	1.1837	-0.299763	3.28124	-0.2327	3.92	-0.3681	0.9298
-0.883316	4.54071	-0.593174	1.46119	-0.916321	4.67617	-0.6226	4.6162	-0.5878	0.809
-1.11068	5.12617	-0.284754	1.01432	-1.01285	4.6425	-1.1734	5.1935	-0.7705	0.6374
-1.96634	5.586	-1.3976	-0.0868383	-2.00378	5.70991	-1.8504	5.6157	-0.9048	0.4258
-2.63975	5.83498	-0.579391	0.60175	-2.61521	5.82792	-2.6111	5.8563	-0.9823	0.1874
-3.37048	6.11227	-0.95755	-0.194333	-3.4741	6.27841	-3.4078	5.9002	-0.998	-0.0628
-4.07354	5.6442	-1.08653	-0.596714	-3.93544	5.45806	-4.1904	5.7445	-0.9511	-0.309
-5.0789	5.2174	-1.07986	-0.691966	-5.22166	5.35273	-4.9097	5.3991	-0.8443	-0.5358
-5.42051	4.98629	-0.587049	0.161437	-5.16219	4.76102	-5.5205	4.8857	-0.6846	-0.729
-6.00627	4.30041	-0.786936	-1.24849	-5.85126	4.21441	-5.9844	4.2365	-0.4818	-0.8763
-6.46019	3.41405	-0.522555	-1.05642	-6.42352	3.39734	-6.2723	3.4924	-0.2487	-0.9686
-6.59174	2.67166	-0.132177	-0.832246	-6.45562	2.61966	-6.3661	2.7	0	-1
-6.59597	1.69651	0.159013	-1.42485	-6.58509	1.69403	-6.2599	1.9092	0.2487	-0.9686
-6.2367	1.4197	0.487345	0.135319	-6.12558	1.39808	-5.9603	1.1697	0.4817	-0.8763
-5.87896	0.448677	0.148755	-1.70438	-5.62836	0.442128	-5.4863	0.5278	0.6845	-0.729
-5.19418	-19.3039	9.9643	-33.6241	-5.00674	-0.296281	-4.8675	0.0241	0.8443	-0.5358
-23.6919	-14.3272	-40.7132	-2.62937	-4.43363	-0.226279	-4.1429	-0.31	0.951	-0.309
-73.1361	26.8097	-61.6737	96.8062	-3.68175	-0.492927	-3.358	-0.4533	0.998	-0.0628
-41.7695	-30.3644	35.9774	51.7562	-2.49953	-0.33363	-2.562	-0.397	0.9823	0.1874
24.1998	13.2262	123.356	6.73192	-1.8846	-0.199172	-1.8052	-0.1445	0.9048	0.4258
8.33777	16.2805	-6.94686	27.4517	-1.0711	0.269955	-1.1348	0.2884	0.7705	0.6374
-8.16951	2.91079	-37.5404	0.475425	-0.876608	1.27175	-0.5932	0.8743	0.5878	0.809
0.267963	25.0602	1.44848	50.298	-0.134123	1.28995	-0.2143	1.5765	0.3682	0.9298
-2.43801	4.09874	-1.03237	0.600064	-0.0260704	2.32685	-0.022	2.3509	0.1254	0.9921
0.83029	4.62328	0.274453	1.7861	-0.0714443	2.92703	0.0157	3.1494	0.0941	0.9956
0.134364	4.46992	-0.121118	1.2979	0.273312	3.73241	0.1959	3.9267	0.3388	0.9409
0.730324	5.21712	1.17024	0.967575	0.685598	5.04775	0.5637	4.6348	0.5621	0.8271
1.04532	5.77003	0.200175	0.883134	1.01805	5.5133	1.096	5.2292	0.7501	0.6613
1.94496	6.23344	1.60674	0.411269	1.94212	6.19061	1.7595	5.6724	0.891	0.454
2.81829	6.08419	1.44407	-0.00246569	2.62786	5.65813	2.5123	5.9368	0.9759	0.2181
3.58244	6.03664	0.572123	-0.325443	3.61961	6.08806	3.3072	6.0057	0.9995	-0.0314
4.04047	5.73073	0.557895	-0.429266	4.04166	5.73136	4.0943	5.8747	0.9603	-0.279
4.75405	5.43005	0.716481	-0.665731	4.95582	5.6391	4.8241	5.552	0.8607	-0.5091
5.25317	4.72059	0.597924	-0.999655	5.20849	4.6809	5.4507	5.0581	0.7071	-0.7071
5.84056	4.18137	0.374752	-0.715302	6.09077	4.36298	5.9347	4.4238	0.509	-0.8608
6.48727	3.42892	0.769506	-1.17755	6.67313	3.50044	6.2459	3.689	0.279	-0.9603
6.72763	2.84528	0.0854998	-0.55079	6.67152	2.82067	6.3645	2.9	0.0314	-0.9995
6.54459	2.12219	-0.0265365	-0.868397	6.25166	2.03779	6.2832	2.1062	-0.2182	-0.9759
6.20145	1.17003	-0.629189	-1.38407	6.09094	1.15563	6.007	1.3576	-0.454	-0.891
5.36822	0.860327	-0.942251	0.00331496	5.10599	0.796258	5.5533	0.7013	-0.6613	-0.7501
4.99734	0.274676	-0.78389	-1.44775	5.35399	0.23841	4.9507	0.1783	-0.8271	-0.5621
4.38168	-0.277191	-0.876596	-0.165954	4.41593	-0.28478	4.2369	-0.1783	-0.9409	-0.3387
3.3883	-0.0431171	-1.10669	0.631801	3.12368	-0.0621695	3.4569	-0.3463	-0.9956	-0.0941
2.99619	-0.217196	-0.22752	-0.835755	3.05016	-0.355414	2.6596	-0.3149	-0.9877	0.1564
2.20843	0.0614164	-0.975093	0.889596	1.73146	-0.100885	1.8952	-0.0863	-0.9178	0.3971
1.347	0.305464	-0.906366	0.017148	1.15519	0.314366	1.2116	0.3252	-0.7902	0.6129
0.784282	0.745446	-0.727748	0.880667	0.720775	0.929099	0.6518	0.8938	-0.6129	0.7902
0.223211	1.63593	-0.589624	1.58301	0.201416	1.47299	0.2511	1.5838	-0.3971	0.9178
0.0622054	2.43771	0.0644809	1.04196	0.0175399	2.11413	0.0345	2.3517	-0.1564	0.9877
